"  erp_inventory  ·  1,500 lignes  ·  7 colonnes",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
INVI01486,PRD0181,Paris-CDG,2373,151,1534.18,2023-05-25
INVI01487,PRD0211,London-Heathrow,1175,129,34515.71,2024-05-21
INVI01488,PRD0283,Zurich-Center,1079,87,37325.34,2023-12-11
INVI01489,PRD0054,Dubai-Jebel Ali,1199,272,38332.33,2024-03-12
INVI01490,PRD0493,Frankfurt-Main,2004,136,1743.62,2024-03-01
INVI01491,PRD0065,Frankfurt-Main,494,185,11577.84,2023-03-21
INVI01492,PRD0166,Singapore-Hub,4767,177,36930.71,2023-01-19
INVI01493,PRD0203,London-Heathrow,4288,66,1506.07,2024-09-18
INVI01494,PRD0245,Milan-North,1506,272,38241.51,2024-06-27
INVI01495,PRD0203,New York-NJ,3065,62,39225.18,2023-08-08
INVI01496,PRD0215,Dubai-Jebel Ali,761,245,15665.51,2024-11-20
INVI01497,PRD0478,London-Heathrow,931,124,1698.05,2023-08-20
INVI01498,PRD0242,Amsterdam-Port,441,184,27442.43,2024-04-09
INVI01499,PRD0043,Madrid-Central,1619,198,735.25,2024-09-25
INVI01500,PRD0006,Zurich-Center,1270,56,36538.16,2023-12-16
